Date,Open,High,Low,Close,Adj Close,Volume,Year,Month,Day,Company
2013-01-02,19.779285,19.821428,19.343929,19.608213,16.769089,560518000,2013,1,2,Apple
2013-01-03,19.567142,19.631071,19.321428,19.360714,16.55743,352965200,2013,1,3,Apple
2013-01-04,19.1775,19.236786,18.779642,18.821428,16.096233,594333600,2013,1,4,Apple
2013-01-07,18.642857,18.90357,18.4,18.710714,16.001543,484156400,2013,1,7,Apple
2013-01-08,18.900356,18.996071,18.616072,18.76107,16.044609,458707200,2013,1,8,Apple
2013-01-09,18.660713,18.750357,18.428213,18.467857,15.793856,407604400,2013,1,9,Apple
2013-01-10,18.876785,18.882856,18.411428,18.696787,15.98963,601146000,2013,1,10,Apple
2013-01-11,18.607143,18.761429,18.536428,18.582144,15.891591,350506800,2013,1,11,Apple
2013-01-14,17.952856,18.125,17.803928,17.919643,15.325014,734207600,2013,1,14,Apple
2013-01-15,17.796429,17.821072,17.263571,17.354286,14.84152,876772400,2013,1,15,Apple
2013-01-16,17.665714,18.194286,17.589287,18.074642,15.45757,690804800,2013,1,16,Apple
2013-01-17,18.225357,18.241072,17.929644,17.952856,15.353422,453678400,2013,1,17,Apple
2013-01-18,17.804285,17.936428,17.728571,17.857143,15.271565,472922800,2013,1,18,Apple
2013-01-22,18.02,18.138571,17.736786,18.0275,15.417252,461546400,2013,1,22,Apple
2013-01-23,18.171785,18.3925,18.0275,18.3575,15.699479,861509600,2013,1,23,Apple
2013-01-24,16.428572,16.633215,16.080357,16.089287,13.759678,1460852400,2013,1,24,Apple
2013-01-25,16.131786,16.293928,15.535714,15.71,13.435311,1208026400,2013,1,25,Apple
2013-01-28,15.636786,16.186071,15.566429,16.065357,13.739213,785517600,2013,1,28,Apple
2013-01-29,16.375,16.435715,16.147142,16.366785,13.996997,571158000,2013,1,29,Apple
2013-01-30,16.321428,16.521429,16.232143,16.315357,13.953018,417155200,2013,1,30,Apple
2013-01-31,16.320715,16.402857,16.249287,16.2675,13.912089,319334400,2013,1,31,Apple
2013-02-01,16.396786,16.41,16.012501,16.200714,13.854973,539484400,2013,2,1,Apple
2013-02-04,16.211071,16.283571,15.785714,15.797143,13.509839,477117200,2013,2,4,Apple
2013-02-05,15.858929,16.419287,15.793571,16.351429,13.983866,573347600,2013,2,5,Apple
2013-02-06,16.3025,16.660713,16.16357,16.333929,13.968899,593706400,2013,2,6,Apple
2013-02-07,16.544643,16.785713,16.218571,16.722143,14.384253,704580800,2013,2,7,Apple
2013-02-08,16.928572,17.100357,16.723213,16.963572,14.591923,633158400,2013,2,8,Apple
2013-02-11,17.017857,17.319286,16.901787,17.140356,14.743999,517490400,2013,2,11,Apple
2013-02-12,17.125357,17.227858,16.705,16.710714,14.374419,609053200,2013,2,12,Apple
2013-02-13,16.686071,16.915714,16.543571,16.678928,14.347079,475207600,2013,2,13,Apple
2013-02-14,16.59,16.844286,16.572144,16.663929,14.334171,355275200,2013,2,14,Apple
2013-02-15,16.744642,16.79143,16.425714,16.434286,14.136638,391745200,2013,2,15,Apple
2013-02-19,16.467857,16.526072,16.208929,16.428213,14.131415,435783600,2013,2,19,Apple
2013-02-20,16.346071,16.346071,16.02857,16.030357,13.789182,476302400,2013,2,20,Apple
2013-02-21,15.928571,16.041786,15.815,15.930714,13.703469,447182400,2013,2,21,Apple
2013-02-22,16.044643,16.128571,15.95,16.100357,13.849395,330654800,2013,2,22,Apple
2013-02-25,16.208929,16.254286,15.806071,15.814286,13.60332,372579200,2013,2,25,Apple
2013-02-26,15.850714,16.126429,15.630714,16.034643,13.792871,501499600,2013,2,26,Apple
2013-02-27,16.015356,16.158571,15.7375,15.8775,13.657697,587350400,2013,2,27,Apple
2013-02-28,15.858929,15.995357,15.764286,15.764286,13.560308,322515200,2013,2,28,Apple
2013-03-01,15.642857,15.649286,15.356429,15.373929,13.224531,552448400,2013,3,1,Apple
2013-03-04,15.278571,15.292857,14.964286,15.001786,12.904414,582755600,2013,3,4,Apple
2013-03-05,15.052857,15.5425,15.026786,15.397857,13.245111,638433600,2013,3,5,Apple
2013-03-06,15.518214,15.544643,15.158214,15.202143,13.07676,460250000,2013,3,6,Apple
2013-03-07,15.160714,15.428929,15.037857,15.377857,13.227909,468473600,2013,3,7,Apple
2013-03-08,15.35,15.551071,15.3075,15.418571,13.262926,391482000,2013,3,8,Apple
2013-03-11,15.348214,15.678929,15.183571,15.638214,13.451866,474236000,2013,3,11,Apple
2013-03-12,15.557143,15.674286,15.270357,15.301071,13.161855,465911600,2013,3,12,Apple
2013-03-13,15.301786,15.517857,15.191429,15.298214,13.159398,405549200,2013,3,13,Apple
2013-03-14,15.458214,15.522857,15.373214,15.446429,13.286889,303875600,2013,3,14,Apple
2013-03-15,15.640357,15.865357,15.616071,15.845,13.62974,643960800,2013,3,15,Apple
2013-03-18,15.766071,16.337856,15.757143,16.275715,14.000237,606197200,2013,3,18,Apple
2013-03-19,16.410713,16.463215,16.017857,16.231787,13.962449,526775200,2013,3,19,Apple
2013-03-20,16.33643,16.343929,16.056786,16.145714,13.888406,308660800,2013,3,20,Apple
2013-03-21,16.079287,16.356428,16.075001,16.168928,13.908381,383255600,2013,3,21,Apple
2013-03-22,16.235001,16.503571,16.182501,16.496786,14.1904,395105200,2013,3,22,Apple
2013-03-25,16.596071,16.78393,16.492144,16.556429,14.241705,501135600,2013,3,25,Apple
2013-03-26,16.622856,16.637142,16.4475,16.469286,14.166743,294294000,2013,3,26,Apple
2013-03-27,16.302143,16.314285,16.0975,16.145714,13.888406,331237200,2013,3,27,Apple
2013-03-28,16.065001,16.136429,15.772143,15.809286,13.599016,442839600,2013,3,28,Apple
2013-04-01,15.782143,15.846429,15.276429,15.318214,13.176602,389732000,2013,4,1,Apple
2013-04-02,15.271429,15.647857,15.228571,15.349643,13.203638,529519200,2013,4,2,Apple
2013-04-03,15.406071,15.617143,15.368214,15.428214,13.271225,363216000,2013,4,3,Apple
2013-04-04,15.491429,15.535714,15.1875,15.275714,13.140041,358447600,2013,4,4,Apple
2013-04-05,15.160714,15.176786,14.988571,15.114286,13.001186,383695200,2013,4,5,Apple
2013-04-08,15.173214,15.267857,15.088929,15.221786,13.093655,300829200,2013,4,8,Apple
2013-04-09,15.227143,15.303571,15.098214,15.249286,13.117307,306614000,2013,4,9,Apple
2013-04-10,15.289286,15.609286,15.214643,15.560357,13.384893,375928000,2013,4,10,Apple
2013-04-11,15.49,15.6425,15.4,15.511786,13.343109,328364400,2013,4,11,Apple
2013-04-12,15.505357,15.505357,15.324643,15.35,13.203947,238613200,2013,4,12,Apple
2013-04-15,15.25,15.281786,14.983929,14.994643,12.898268,317520000,2013,4,15,Apple
2013-04-16,15.056071,15.236071,15.020357,15.222857,13.094578,305771200,2013,4,16,Apple
2013-04-17,15.009643,15.021429,14.218214,14.385714,12.374475,945056000,2013,4,17,Apple
2013-04-18,14.463929,14.4925,13.919286,14.001786,12.044224,666299200,2013,4,18,Apple
2013-04-19,13.856071,14.271429,13.753571,13.9475,11.997526,609274400,2013,4,19,Apple
2013-04-22,14.022857,14.364286,13.973929,14.238214,12.247595,429920400,2013,4,22,Apple
2013-04-23,14.428214,14.585,14.243214,14.504643,12.476776,664238400,2013,4,23,Apple
2013-04-24,14.055,14.830357,14.017857,14.480714,12.456192,969651200,2013,4,24,Apple
2013-04-25,14.686786,14.783571,14.535714,14.585,12.545897,384837600,2013,4,25,Apple
2013-04-26,14.636071,14.956071,14.580357,14.9,12.816855,764097600,2013,4,26,Apple
2013-04-29,15.016071,15.486429,15.0,15.361429,13.213775,640326400,2013,4,29,Apple
2013-04-30,15.539286,15.901786,15.431071,15.813571,13.602704,691538400,2013,4,30,Apple
2013-05-01,15.873571,15.890357,15.513929,15.688929,13.495487,506909200,2013,5,1,Apple
2013-05-02,15.777857,16.02107,15.736786,15.911429,13.686881,421828400,2013,5,2,Apple
2013-05-03,16.118214,16.186787,16.041071,16.070715,13.823897,361300800,2013,5,3,Apple
2013-05-06,16.275356,16.507143,16.225357,16.45393,14.153535,496641600,2013,5,6,Apple
2013-05-07,16.606071,16.633928,16.203571,16.380714,14.090555,483753200,2013,5,7,Apple
2013-05-08,16.394285,16.620358,16.278929,16.565714,14.249689,472598000,2013,5,8,Apple
2013-05-09,16.421785,16.535713,16.270714,16.313213,14.125378,398487600,2013,5,9,Apple
2013-05-10,16.356071,16.418215,16.088572,16.1775,14.007862,334852000,2013,5,10,Apple
2013-05-13,16.125357,16.353571,16.125,16.240713,14.062598,316948800,2013,5,13,Apple
2013-05-14,16.208929,16.257143,15.791071,15.852143,13.726143,447118000,2013,5,14,Apple
2013-05-15,15.684286,15.75,15.084286,15.316071,13.261965,741613600,2013,5,15,Apple
2013-05-16,15.115714,15.6375,14.960714,15.520714,13.43916,603204000,2013,5,16,Apple
2013-05-17,15.680357,15.7175,15.393214,15.473571,13.398343,427904400,2013,5,17,Apple
2013-05-20,15.425357,15.921429,15.360714,15.818929,13.697381,451578400,2013,5,20,Apple
2013-05-21,15.648214,15.91,15.507143,15.702143,13.596257,456022000,2013,5,21,Apple
2013-05-22,15.858929,16.012501,15.650714,15.7625,13.648522,443038400,2013,5,22,Apple
2013-05-23,15.569643,15.934286,15.563929,15.790714,13.672945,353021200,2013,5,23,Apple
2013-05-24,15.744643,15.916429,15.727143,15.898214,13.766034,276166800,2013,5,24,Apple
2013-05-28,16.067858,16.111071,15.744643,15.765714,13.651303,386145200,2013,5,28,Apple
2013-05-29,15.714286,15.982143,15.692857,15.891071,13.759849,330576400,2013,5,29,Apple
2013-05-30,15.916071,16.232143,15.875357,16.127857,13.964879,353519600,2013,5,30,Apple
2013-05-31,16.160713,16.325001,16.053572,16.061787,13.907666,384302800,2013,5,31,Apple
2013-06-03,16.0975,16.155714,15.802857,16.097143,13.938283,372352400,2013,6,3,Apple
2013-06-04,16.186428,16.229643,15.978214,16.046785,13.894681,292728800,2013,6,4,Apple
2013-06-05,15.916071,16.097143,15.846786,15.896786,13.764797,290589600,2013,6,5,Apple
2013-06-06,15.909643,15.964286,15.501786,15.659286,13.559152,416934000,2013,6,6,Apple
2013-06-07,15.589286,15.83,15.456071,15.778929,13.662746,404535600,2013,6,7,Apple
2013-06-10,15.883214,16.03857,15.6,15.674643,13.572446,450153200,2013,6,10,Apple
2013-06-11,15.562143,15.812857,15.475714,15.628571,13.532553,286112400,2013,6,11,Apple
2013-06-12,15.696429,15.758929,15.410714,15.435357,13.365255,265227200,2013,6,12,Apple
2013-06-13,15.446429,15.612143,15.3125,15.57,13.481837,285832400,2013,6,13,Apple
2013-06-14,15.55,15.581786,15.303571,15.358929,13.299074,271866000,2013,6,14,Apple
2013-06-17,15.408571,15.560714,15.37,15.428571,13.359376,259414400,2013,6,17,Apple
2013-06-18,15.412857,15.532143,15.364643,15.420357,13.352262,195025600,2013,6,18,Apple
2013-06-19,15.407143,15.416429,15.107143,15.107143,13.081058,310940000,2013,6,19,Apple
2013-06-20,14.975,15.213571,14.8275,14.887143,12.890562,357310800,2013,6,20,Apple
2013-06-21,14.946071,15.0,14.575,14.767857,12.787271,481118400,2013,6,21,Apple
2013-06-24,14.55,14.595,14.216071,14.376429,12.448343,480746000,2013,6,24,Apple
2013-06-25,14.489286,14.563929,14.243929,14.379643,12.451124,314162800,2013,6,25,Apple
2013-06-26,14.425,14.456786,14.130714,14.216786,12.310111,367724000,2013,6,26,Apple
2013-06-27,14.258929,14.335357,14.055,14.063571,12.17744,337246000,2013,6,27,Apple
2013-06-28,13.977143,14.295357,13.888214,14.161786,12.262483,578516400,2013,6,28,Apple
2013-07-01,14.381786,14.723929,14.329286,14.615,12.654916,391053600,2013,7,1,Apple
2013-07-02,14.641429,15.058214,14.623929,14.946071,12.941585,469865200,2013,7,2,Apple
2013-07-03,15.030714,15.106429,14.908929,15.028571,13.013021,240928800,2013,7,3,Apple
2013-07-05,15.013929,15.1175,14.833929,14.907857,12.908498,274024800,2013,7,5,Apple
2013-07-08,15.003929,15.035714,14.666071,14.823214,12.835207,298138400,2013,7,8,Apple
2013-07-09,14.771429,15.125,14.656429,15.083929,13.060957,352584400,2013,7,9,Apple
2013-07-10,14.985714,15.171429,14.9375,15.026071,13.010855,281405600,2013,7,10,Apple
2013-07-11,15.105357,15.294643,15.041786,15.260357,13.213723,326292400,2013,7,11,Apple
2013-07-12,15.273214,15.349643,15.121786,15.2325,13.189603,279563200,2013,7,12,Apple
2013-07-15,15.178929,15.409286,15.171429,15.265714,13.218361,241917200,2013,7,15,Apple
